año,mes,dia,Pais,mar,horario,OperadOR,ac_type,registration,summary,all_aboard,cantidad de fallecidos,ground,total_muertes,Marca,Registracion
1962,October,Friday,United States,terrestre,Nocturno,Allegheny Airlines,Convair CV-340/440,N8415N,"Following departure from Philadelphia, a high frequency whistling noise was heard and inspection revealed an escape of air at the lower aft corner of the rear service door. Pillow cases were placed in this area to reduce the air noise but no further action was taken. While the aircraft was descending through 4,000 feet the door blew out. The ensuing outward rush of air ejected a flight attendant who was near the door opening. Undetected insecure latching of the rear service door, resulting in an inflight explosive decompression which ejected a flight attendant from the aircraft.",52,1,0,1,Convair,Con Registracion
1962,October,Thursday,Russia,terrestre,Diurno,Aeroflot,Tupolev TU-104B,CCCP-42495,Crashed on takeoff on a test flight. Rudder controls improperly installed.,11,11,0,11,Tupolev,Con Registracion
1962,November,Saturday,South Vietnam,terrestre,Diurno,Air Vietnam (South Vietnam),Douglas DC-3,XV-NID,"Crashed into 1,800 ft. mountain, 12 miles from the Da Nang airport. Navigational error in poor weather conditions.",27,27,0,27,Douglas,Con Registracion
1962,November,Monday,Japan,terrestre,Sin Dato,All Nippon Airways,Vickers 828 Viscount,JA8202,"Made a sharp turn, nosed up and hit the ground.",4,4,0,4,Vickers,Con Registracion
1962,November,Friday,United States,terrestre,Diurno,United Air Lines,Vickers Viscount 745D,N7430,"The aircraft penetrated a flock of Whistling Swans at 6,000 ft. One, estimated to be 13 pounds, struck the leading edge of the left horizontal stabilizer, weakening the structure and causing it to detach. The aircraft lost control and broke-up in mid-air and crashed. Separation of the horizontal stabilizers, which had been weakened by a collision with a Whistling Swan.",18,18,0,18,Vickers,Con Registracion
1962,November,Friday,France,terrestre,Diurno,Malev Hungarian Airlines,Ilyushin IL-18D,HA-MOD,"Stalled and crashed during approach, 0.5 miles from the outer marker. Cause undetermined.",21,21,0,21,Ilyushin,Con Registracion
1962,November,Monday,Brazil,terrestre,Diurno,VASP / Private,Saab Scandia / Cessna 310,PP-SRA,"Midair collision with a Cessna at 2,400 m. Twenty-three killed on the Saab, three on the Cessna. Both pilots failed to maintain adequate lookouts for other aircraft.",26,26,0,26,Saab,Con Registracion
1962,November,Tuesday,Peru,terrestre,Nocturno,Varig,Boeing B-707-441,PP-VJB,"After initiating an overshoot procedure, at the suggestion of the control tower, because it was too high, the aircraft proceded to start another approach when it crashed into La Cruz Peak. Possible misinterpretation of navigation instruments.",97,97,0,97,Boeing,Con Registracion
1962,November,Friday,United States,terrestre,Nocturno,Eastern Air Lines,Douglas DC-7B,N815D,"The aircraft was 1,000 ft past the ILS touchdown point and at an altitude of 25 ft. when a loss of visual reference caused the crew to abandon their approach. The landing gear was retracted, 20 degrees flaps selected and climb power applied.  At 3,500 ft. from the threshold, in a 6 degree left bank and speed of 135 knots the No. 1 and 2 propellers struck the ground. The aircraft hit a mound of earth and broke up. Crew failed to follow approved procedures. Technique employed by the crew during abandonment of the approach under fog conditions that were not adequately reported.",51,25,0,25,Douglas,Con Registracion
1962,December,Thursday,Colombia,terrestre,Diurno,Taxader Airlines,Douglas C-47,HK-437E,Crashed in heavy rain while en route. Pilot error. Flight under VFR in IFR conditions.,26,24,0,24,Douglas,Con Registracion
1962,December,Friday,Brazil,terrestre,Nocturno,Panair do Brasil,Lockheed 049-46-21 Constellation,PP-PDE,"Crashed 9 miles short of its destination. Cause unknown. The aircraft was named ""Estevao Ribeiro Baiao Parente.""",50,50,0,50,Lockheed,Con Registracion
1962,December,Friday,United States,terrestre,Nocturno,Flying Tiger Line,Lockheed 1049H Super Constellation,N6913C,The aircraft crashed during an ILS approach to Burbank Airport. Incapacitation of the captain with a heart attack at a critical point in the approach from which the co-pilot could not recover.,5,5,3,8,Lockheed,Con Registracion
1962,December,Wednesday,Poland,terrestre,Nocturno,LOT Polish Airlines,Vickers Viscount 804,SP-LVB,Stalled and crashed 8 miles from the threshold after being struck by lightning.,33,33,0,33,Vickers,Con Registracion
1962,December,Saturday,Brazil,terrestre,Nocturno,Varig,Convair CV-240-2,PP-VCQ,"Crashed short of the runway, striking trees. The aircraft descended below the prescribed altitude for undetermined reasons.",40,1,0,1,Convair,Con Registracion
1962,December,Friday,Netherlands,terrestre,Diurno,Carvair ATL-98,Channel Air Bridge,G-ARSF,"The pilot carried out the final stage of approach below the normal glide path with insufficient engine power, as a result of which the speed of descent was too high in relation to the horizontal distance still to be covered to the beginning of the runway. Consequently, the aircraft, at a high vertical speed, hit a dyke, after facing the direction of approach.",18,1,0,1,Channel,Con Registracion
1962,December,Saturday,France,terrestre,Nocturno,Air Nautic,Boeing B307-1 Stratoliner,F-BELZ,"Crashed into Mt. Renoso at 7,450 ft. Crew fatigue. Inadequate preparation for the flight. Entered cruise at a high rate of speed. Navigational errors. Failed to maintain safe altitude. Decent started prematurely.",25,25,0,25,Boeing,Con Registracion
1963,January,Monday,United States,terrestre,Nocturno,Wien,Beechcraft AT-11 Kansan,N65458,"While on approach to Kaktovik Airport, the pilot encountered poor weather conditions with fog. Descending under VFR, the twin engine aircraft struck the ground a few km short of runway.  The pilot descended too low under VFR in poor weather conditions and reduced visibility. Three of the victims were USAF officers.",6,5,0,5,Beechcraft,Con Registracion
1963,January,Monday,Russia,terrestre,Diurno,Aeroflot,Lisunov LI-2,CCCP-71186,"After the takeoff roll, the pilot pulled up and started the rotation when the aircraft banked right and crashed. The flight was dispatched despite the fact that the visibility and weather conditions were below minima at the time of the accident.",25,12,0,12,Lisunov,Con Registracion
1963,January,Tuesday,Brazil,terrestre,Diurno,Cruzeiro,Convair CV-240-0,PP-CEV,The crippled airliner crashed into houses and burst into flames as it was coming in for an emergency landing in steady rain. Control was lost while attempting a go around manoeuvre due top the failure of the left engine.,45,6,7,13,Convair,Con Registracion
1963,January,Thursday,United States,terrestre,Diurno,West Coast Airlines,Fairchild F-27,N2703,Crashed into the Great Salt Lake while practicing an emergency decent during training. Crews lack of vigilance for undetermined reason.,3,3,0,3,Fairchild,Con Registracion
1963,January,Saturday,United States,terrestre,Sin Dato,Skyvan Airways,Curtiss C-46F,N67933,The cargo plane crashed after a go-around was attempted.  An uncontrollable loss of altitude caused by adverse wind conditions during an attempted go-around.,2,1,0,1,Curtiss,Con Registracion
1963,January,Tuesday,United States,terrestre,Nocturno,Continental Airlines,Vickers Viscount 812,N242V,"While making a straight in approach, the aircraft continued flying over the runway to the south end and while at a height of 90 feet, suddenly pitched down and struck the ground. Icing of the horizontal stabilizer which led to loss of pitch control.",8,8,0,8,Vickers,Con Registracion
1963,February,Sunday,United States,terrestre,Diurno,Slick Airways,Lockheed 1049H Super Constellation,N9740Z,"The aircraft struck approach lights 1,170 feet from the runway threshold, climbed to about 200 feet and then crashed approximately 1,900 feet beyond the threshold and on the left edge of Runway 28L. Continuation of an instrument approach after adequate visual reference was lost below authorized minimums. Inadequate monitoring of the  instrument approach by the PAR controller was a contributing factor.",8,4,0,4,Lockheed,Con Registracion
1963,February,Friday,"Syktyvkar ,Russia",terrestre,Diurno,Aeroflot,Antonov An-10A,CCCP-11193,The plane stalled and crashed.,7,7,0,7,Antonov,Con Registracion
1963,February,Tuesday,United States,terrestre,Diurno,Northwest Orient Airlines,Boeing B-720-051B,N724US,"The aircraft crashed 37 miles west-southwest of Miami after penetrating a thunderstorm and encountering severe turbulence. The aircraft initially entered an area of updrafts followed by downdrafts which put the aircraft into a high speed dive. While trying to pull out of the dive, the aircraft broke apart from excessive g forces. The crew is believed to have concentrated on maintaining a given airspeed in an extreme turbulence condition instead of flying attitude. In doing so, excessive stress was applied to the wings which separated from the fuselage. The weather was considerably worse than forecast.",43,43,0,43,Boeing,Con Registracion
1963,February,Monday,Canada,terrestre,Sin Dato,Trans Aircraft (Western) Ltd.,Twin Apache,Sin Dato,"Chartered by CBC-TV for filming a wilderness documentary for ""Camera Canada"", the plane apparently went too low and collided with treetops. Producer Norman Caton was among those killed.",4,4,0,4,Twin,Sin Registracion
1963,February,Thursday,United States,terrestre,Nocturno,Eastern Air Lines,Douglas DC-7,N842D,"With engines idling, a girl ran into the No. 2 propeller despite warnings of ramp personnel. Suicide.",26,0,1,1,Douglas,Con Registracion
1963,March,Saturday,Philippines,terrestre,Diurno,Philippine Air Lines,Douglas DC-3,PI-C489,"Crashed into Mt. Boca during descent for landing. Limited visibility, crosswinds contributing to navigational error.",27,27,0,27,Douglas,Con Registracion
1963,March,Tuesday,Turkmenistan,terrestre,Nocturno,Aeroflot,Ilyushin IL-18V,CCCP-75765,Crashed 200 m short of the runway threshold in a dust storm.  The plane broke apart and caught fire. Crew error. Attempted to land below weather minimums.,54,12,0,12,Ilyushin,Con Registracion
1963,March,Tuesday,Tennesee,terrestre,Diurno,Private,Piper PA-24-250 Comanche,N7000P,"The plane took off from Dyersburg and flew into a storm. The pilot, Randy Hughes, was not instrument rated, lost control and crashed. The plane was at full throttle in a 45 degree downward attitude when it struck the ground. Singer, Patsy Cline, 30, killed. Also killed were Hawkshaw Hawkins, 39,, Cowboy Copas, 49, and Cline's manager, Randy Hughes, 35. Cline’s friend, Dottie West, offered a ride to Cline. They were to travel  from Kansas City, Kansas, to Nashville. West tried to persuade Cline to ride in the car, believing it was safer. Cline was eager to return home to her children and wanted to take her flight. She refused to ride with West. Cline allegedly told West she was ready if it was her time to leave. Noninstrument pilot attempted visual flight in adverse weather conditions, resulting in a loss of control. Judgment of the pilot in initiating flight in the existing weather conditions.",4,4,0,4,Piper,Con Registracion
1963,March,Friday,Iran,terrestre,Nocturno,Middle East Airlines,Avro 685 York C1,OD-ACZ,The cargo plane crashed after experiencing engine trouble.,4,4,0,4,Avro,Con Registracion
1963,March,Friday,Peru,terrestre,Diurno,Lloyd Aereo Boliviano,Douglas DC-6B,CP-707,"Struck 14,250 ft. Chachacomani Peak. Flight under VFR in IFR conditions in marginal weather conditions with severe turbulence.",39,39,0,39,Douglas,Con Registracion
1963,March,Wednesday,Italy,terrestre,Nocturno,Saudi Arabian Royal Flight,de Havilland Comet 4C,SA-R-7,Tthe airplane struck the slope of Mt Matto located 28 km southwest of Cuneo.,18,18,0,18,de,Con Registracion
1963,March,Saturday,Italy,terrestre,Diurno,Itavia,Douglas DC-3,I-TAVI,"Crashed into Monte Vale Rotonote, 53 miles southeast of Rome, where the plane was scheduled to land.  Navigation error. Descending too low in order to maintain visual contact with the ground. Poor weather conditions. Failure to notify ATC of the changes made during the flight.",11,11,0,11,Douglas,Con Registracion
